Unnamed: 0,Season,Team,Gtm,Week,Date,H/A,Day,Opp,Rslt,Pts,PtsO,OT,Cmp,Att,Cmp%,P_Yds,P_TD,P_Y/A,Adj_P_Y/A,QBR,Sk,Sk_Yds,R_Att,R_Yds,R_TD,R_Y/A,Ply,Tot,Y/P,FGA,FGM,XPA,XPM,Pnt,Yds.3,Pass,Rsh,Pen,1stD,3DConv,3DAtt,4DConv,4DAtt,Pen.1,Yds.4,FL,Int,TO,ToP,Day.1,Opp_Cmp,Opp_P_Att,Opp_Cmp%,Opp_P_Yds,Opp_P_TD,Opp_P_Y/A,Opp_Adj_P_A/YA,Opp_QBR,Def_Sk,Def_Sk_Yds,Opp_R_Att,Opp_R_Yds,Opp_R_TD,Opp_R_Y/A,Opp_Ply,Opp_Tot,Opp_Y/P,Opp_FGA,Opp_FGM,Opp_XPA,XPM.1,Opp_Pnt,Opp_Pnt_Yds,Opp_1D_P,Opp_1D_R,Opp_1D_Pen,Opp_1D_Tot,Opp_3DConv,Opp_3DAtt,Opp_4DConv,Opp_4DAtt,Opp_Pen,Opp_PenYds,Opp_FL,Opp_Int,Opp_TO,Opp_ToP,Time (ET),Score,Spread,Total,Spread Result,O/U,Total Score,O/U Result,Total TDs,Points Per Drive,Yds Per Drive,4D Success,3D Success,Pts per Play,Sk Rate,3d Stop Rate,4d Stop Rate,Pts Allowed per Play,Yds Allowed per Play,Turnover Diff,Turnover Percentage,Defensive TO Percentage,ToP_Minutes,Opp_ToP_Minutes,Pts Per Min of Poss,Yds per Min of Poss,ToP Ratio,Def Pts Allowed Per Min of Poss,Def Yds Allowed Per Min of Poss,Pts_rollingavg3,PtsO_rollingavg3,Tot_rollingavg3,Opp_Tot_rollingavg3,Points Per Drive_rollingavg3,Yds Per Drive_rollingavg3,Pts per Play_rollingavg3,Y/P_rollingavg3,Opp_Y/P_rollingavg3,TO_rollingavg3,Opp_TO_rollingavg3,ToP_Minutes_rollingavg3,Opp_ToP_Minutes_rollingavg3,Turnover Diff_rollingavg3,Turnover Percentage_rollingavg3,Defensive TO Percentage_rollingavg3,Pts Per Min of Poss_rollingavg3,Yds per Min of Poss_rollingavg3,ToP Ratio_rollingavg3,Def Pts Allowed Per Min of Poss_rollingavg3,Def Yds Allowed Per Min of Poss_rollingavg3,3DConv_rollingavg3,4DConv_rollingavg3,3D Success_rollingavg3,4D Success_rollingavg3,3d Stop Rate_rollingavg3,4d Stop Rate_rollingavg3,Sk Rate_rollingavg3,Season_Weight,Win,Season_Wins,Record,Win PCT,Team_Elo,Opp_Elo
123,2025,jax,7.0,7.0,2025-10-19,0.0,Sun,ram,L,7.0,35.0,0,23.0,48.0,47.9,264.0,1.0,5.5,5.92,71.9,7.0,32.0,19.0,94.0,0.0,4.9,74.0,358.0,4.84,1.0,0.0,1.0,1.0,5.0,207.0,13.0,5.0,3.0,21.0,3.0,15.0,2.0,6.0,13.0,119.0,0.0,0.0,0.0,28:14,Sun,21.0,33.0,63.6,182.0,5.0,5.5,8.55,117.7,0.0,0.0,29.0,89.0,0.0,3.1,62.0,271.0,4.37,0.0,0.0,5.0,5.0,5.0,242.0,14.0,4.0,8.0,26.0,2.0,10.0,2.0,2.0,5.0,45.0,0.0,0.0,0.0,31:46,0,0,0,0,0.0,0.0,42.0,P,1.0,1.0,51.142857142857146,0.3333333333333333,0.2,0.0945945945945946,0.0,0.8,0.0,0.5645161290322581,4.370967741935484,0.0,0.0,0.0,28.233333333333334,31.766666666666666,0.24793388429752064,12.68004722550177,0.47055555555555556,1.1017838405036726,8.530954879328437,23.0,23.0,305.6666666666667,403.6666666666667,2.521969696969697,32.39772727272727,0.3877476916692603,5.026666666666666,6.713333333333334,0.6666666666666666,1.6666666666666667,31.294444444444448,28.70555555555556,1.0,0.012345679012345678,0.026455026455026454,0.7552980931329653,9.855620394768357,0.5215740740740741,0.7966748213386473,14.006632875562195,4.333333333333333,1.3333333333333333,0.3637566137566138,0.6666666666666666,0.5819088319088319,0.3333333333333333,0.02111760883690708,1.0,0.0,4.0,4.0-3.0,0.5714285714285714,1513.759231555784,1584.456267696216
124,2025,jax,8.0,9.0,2025-11-02,1.0,Sun,rai,W,30.0,29.0,OT,23.0,34.0,67.6,216.0,0.0,6.4,5.03,72.7,1.0,4.0,42.0,151.0,3.0,3.6,77.0,367.0,4.77,3.0,3.0,3.0,3.0,2.0,73.0,9.0,15.0,2.0,26.0,9.0,16.0,3.0,3.0,9.0,80.0,0.0,1.0,1.0,42:57,Sun,29.0,39.0,74.4,274.0,4.0,7.0,7.92,116.8,2.0,10.0,19.0,57.0,0.0,3.0,60.0,331.0,5.52,1.0,1.0,3.0,2.0,1.0,56.0,17.0,5.0,4.0,26.0,7.0,10.0,0.0,1.0,7.0,55.0,0.0,1.0,1.0,26:47,4:05,W 30-29 (OT),P -1,O 44,-1.0,44.0,59.0,O,3.0,3.3333333333333335,40.77777777777778,1.0,0.5625,0.38961038961038963,0.05128205128205128,0.30000000000000004,1.0,0.48333333333333334,5.516666666666667,0.0,0.012987012987012988,0.016666666666666666,42.95,26.783333333333335,0.6984866123399301,8.544819557625145,0.6159177820267687,1.0827629122588673,12.358431860609832,16.666666666666668,27.666666666666668,316.6666666666667,364.3333333333333,1.988636363636364,38.61201298701299,0.2817130856346542,4.919999999999999,6.113333333333333,0.6666666666666666,0.3333333333333333,29.86666666666667,30.133333333333336,-0.3333333333333333,0.012345679012345678,0.005291005291005291,0.5714127366088687,10.750677995478071,0.4977777777777778,0.9092362834349798,12.132273586298519,4.0,1.6666666666666667,0.3351851851851852,0.4444444444444444,0.7203703703703703,0.0,0.012345679012345678,1.0,1.0,5.0,5.0-4.0,0.5555555555555556,1490.7592411534274,1388.7935026017499
125,2025,kan,1.0,1.0,2025-09-05,0.0,Fri,sdg,L,21.0,27.0,0,24.0,39.0,61.5,249.0,1.0,6.4,6.9,88.5,2.0,9.0,17.0,98.0,1.0,5.8,58.0,347.0,5.98,3.0,3.0,1.0,0.0,3.0,116.0,9.0,8.0,1.0,18.0,5.0,14.0,3.0,3.0,10.0,71.0,0.0,0.0,0.0,27:16,Fri,25.0,34.0,73.5,304.0,3.0,8.9,10.71,130.0,3.0,14.0,25.0,90.0,0.0,3.6,62.0,394.0,6.35,2.0,2.0,3.0,3.0,2.0,106.0,16.0,6.0,0.0,22.0,7.0,13.0,1.0,1.0,6.0,49.0,0.0,0.0,0.0,32:44,0,0,0,0,0.0,0.0,48.0,P,2.0,2.625,43.375,1.0,0.35714285714285715,0.3620689655172414,0.08823529411764706,0.46153846153846156,0.0,0.43548387096774194,6.354838709677419,0.0,0.0,0.0,27.266666666666666,32.733333333333334,0.7701711491442543,12.726161369193154,0.45444444444444443,0.824847250509165,12.036659877800407,21.0,27.0,347.0,394.0,2.625,43.375,0.3620689655172414,5.98,6.35,0.0,0.0,27.266666666666666,32.733333333333334,0.0,0.0,0.0,0.7701711491442543,12.726161369193154,0.45444444444444443,0.824847250509165,12.036659877800407,5.0,3.0,0.35714285714285715,1.0,0.46153846153846156,0.0,0.08823529411764706,1.0,0.0,0.0,0.0-1.0,0.0,1616.041258795648,1523.0179066426197
126,2025,kan,2.0,2.0,2025-09-14,0.0,Sun,phi,L,17.0,20.0,0,16.0,29.0,55.2,173.0,1.0,6.0,5.1,70.0,2.0,14.0,26.0,121.0,1.0,4.7,57.0,294.0,5.16,2.0,1.0,2.0,2.0,3.0,178.0,7.0,9.0,1.0,17.0,4.0,12.0,2.0,3.0,6.0,45.0,0.0,1.0,1.0,27:26,Sun,15.0,22.0,68.2,94.0,0.0,4.3,4.27,76.7,2.0,7.0,34.0,122.0,2.0,3.6,58.0,216.0,3.72,2.0,2.0,2.0,2.0,5.0,274.0,4.0,9.0,3.0,16.0,5.0,14.0,1.0,1.0,6.0,48.0,0.0,0.0,0.0,32:34,4:25,L 17-20,L +1.5,U 46.5,1.5,46.5,37.0,U,2.0,2.125,36.75,0.6666666666666666,0.3333333333333333,0.2982456140350877,0.09090909090909091,0.6428571428571428,0.0,0.3448275862068966,3.7241379310344827,-1.0,0.017543859649122806,0.0,27.433333333333334,32.56666666666667,0.6196840826245443,10.71688942891859,0.45722222222222225,0.6141248720573182,6.632548618219038,19.0,23.5,320.5,305.0,2.375,40.0625,0.33015728977616454,5.57,5.035,0.5,0.0,27.35,32.650000000000006,-0.5,0.008771929824561403,0.0,0.6949276158843993,11.72152539905587,0.4558333333333333,0.7194860612832417,9.334604248009722,4.5,2.5,0.34523809523809523,0.8333333333333333,0.5521978021978022,0.0,0.08957219251336898,1.0,0.0,0.0,0.0-2.0,0.0,1579.7560279157876,1624.5005466341206
127,2025,kan,3.0,3.0,2025-09-21,1.0,Sun,nyg,W,22.0,9.0,0,22.0,37.0,59.5,201.0,1.0,5.4,5.97,83.3,2.0,23.0,28.0,105.0,1.0,3.8,67.0,306.0,4.57,4.0,3.0,2.0,1.0,3.0,139.0,13.0,6.0,3.0,22.0,8.0,15.0,0.0,0.0,8.0,85.0,0.0,0.0,0.0,31:50,Sun,18.0,32.0,56.3,151.0,0.0,4.7,1.91,42.6,2.0,9.0,27.0,130.0,1.0,4.8,61.0,281.0,4.61,1.0,1.0,1.0,0.0,2.0,61.0,7.0,8.0,4.0,19.0,1.0,10.0,1.0,4.0,7.0,82.0,0.0,2.0,2.0,28:10,8:20,W 22-9,W -6,U 44.5,-6.0,44.5,31.0,U,2.0,2.4444444444444446,34.0,0.0,0.5333333333333333,0.3283582089552239,0.0625,0.9,0.75,0.14754098360655737,4.60655737704918,2.0,0.0,0.03278688524590164,31.833333333333332,28.166666666666668,0.6910994764397906,9.612565445026178,0.5305555555555556,0.3195266272189349,9.976331360946745,19.0,23.5,320.5,305.0,2.375,40.0625,0.33015728977616454,5.57,5.035,0.5,0.0,27.35,32.650000000000006,-0.5,0.008771929824561403,0.0,0.6949276158843993,11.72152539905587,0.4558333333333333,0.7194860612832417,9.334604248009722,4.5,2.5,0.34523809523809523,0.8333333333333333,0.5521978021978022,0.0,0.08957219251336898,1.0,1.0,1.0,1.0-2.0,0.3333333333333333,1554.696490279446,1363.3194388464722
128,2025,kan,4.0,4.0,2025-09-28,0.0,Sun,rav,W,37.0,20.0,0,25.0,37.0,67.6,264.0,4.0,7.1,9.3,124.2,1.0,6.0,32.0,118.0,0.0,3.7,70.0,382.0,5.46,4.0,3.0,4.0,4.0,1.0,37.0,15.0,8.0,1.0,24.0,5.0,15.0,4.0,4.0,5.0,40.0,0.0,0.0,0.0,34:45,Sun,23.0,33.0,69.7,194.0,1.0,5.9,5.12,82.1,3.0,5.0,17.0,166.0,1.0,9.8,53.0,360.0,6.79,2.0,2.0,2.0,2.0,1.0,50.0,10.0,7.0,1.0,18.0,3.0,10.0,1.0,4.0,6.0,56.0,1.0,1.0,2.0,25:15,4:25,W 37-20,W +2.5,O 48.5,2.5,48.5,57.0,O,4.0,4.111111111111111,42.44444444444444,1.0,0.3333333333333333,0.5285714285714286,0.09090909090909091,0.7,0.75,0.37735849056603776,6.7924528301886795,2.0,0.0,0.03773584905660377,34.75,25.25,1.064748201438849,10.992805755395683,0.5791666666666667,0.7920792079207921,14.257425742574258,20.0,18.666666666666668,315.6666666666667,297.0,2.3981481481481484,38.041666666666664,0.32955759616918434,5.236666666666667,4.8933333333333335,0.3333333333333333,0.6666666666666666,28.844444444444445,31.155555555555555,0.3333333333333333,0.005847953216374269,0.01092896174863388,0.6936515694028631,11.01853874771264,0.48074074074074075,0.5861662499284727,9.548513285655396,5.666666666666667,1.6666666666666667,0.407936507936508,0.5555555555555555,0.6681318681318681,0.25,0.08054812834224599,1.0,1.0,2.0,2.0-2.0,0.5,1569.1889414434165,1551.4515820621673
129,2025,kan,5.0,5.0,2025-10-06,1.0,Mon,jax,L,28.0,31.0,0,29.0,41.0,70.7,318.0,1.0,7.8,7.15,91.3,0.0,0.0,22.0,158.0,3.0,7.2,63.0,476.0,7.56,0.0,0.0,4.0,4.0,4.0,164.0,15.0,11.0,0.0,26.0,5.0,9.0,0.0,0.0,13.0,109.0,0.0,1.0,1.0,31:59,Mon,18.0,25.0,72.0,210.0,1.0,8.4,7.4,93.7,3.0,11.0,26.0,109.0,2.0,4.2,54.0,319.0,5.91,1.0,1.0,4.0,4.0,2.0,105.0,8.0,9.0,4.0,21.0,5.0,9.0,0.0,1.0,4.0,25.0,1.0,1.0,2.0,28:01,8:15,L 28-31,L -3.5,O 45.5,-3.5,45.5,59.0,O,4.0,3.111111111111111,52.888888888888886,0.0,0.5555555555555556,0.4444444444444444,0.12,0.4444444444444444,1.0,0.5740740740740741,5.907407407407407,1.0,0.015873015873015872,0.037037037037037035,31.983333333333334,28.016666666666666,0.8754559666492965,14.88275143303804,0.5330555555555556,1.1064842355740632,11.386079714455681,25.333333333333332,16.333333333333332,327.3333333333333,285.6666666666667,2.8935185185185186,37.73148148148148,0.3850584171872467,5.0633333333333335,5.04,0.3333333333333333,1.3333333333333333,31.33888888888889,28.66111111111111,1.0,0.005847953216374269,0.023507578100835137,0.791843920167728,10.440753543113482,0.5223148148148149,0.5752435690656817,10.288768573913346,5.666666666666667,2.0,0.39999999999999997,0.5555555555555555,0.7476190476190476,0.5,0.08143939393939394,1.0,0.0,2.0,2.0-3.0,0.4,1577.66786492896,1525.9123562987943
130,2025,kan,6.0,6.0,2025-10-12,0.0,Sun,det,W,30.0,17.0,0,22.0,30.0,73.3,243.0,3.0,8.1,10.1,130.3,3.0,14.0,29.0,112.0,1.0,3.9,62.0,355.0,5.73,1.0,1.0,4.0,3.0,1.0,46.0,16.0,8.0,2.0,26.0,4.0,10.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,30:37,Sun,23.0,29.0,79.3,199.0,2.0,6.9,8.24,118.2,1.0,4.0,23.0,98.0,0.0,4.3,53.0,297.0,5.6,1.0,1.0,2.0,2.0,3.0,138.0,13.0,5.0,0.0,18.0,5.0,11.0,0.0,2.0,4.0,38.0,0.0,0.0,0.0,29:23,8:20,W 30-17,W -2.5,U 52.5,-2.5,52.5,47.0,U,4.0,5.0,59.166666666666664,0.6666666666666666,0.4,0.4838709677419355,0.034482758620689655,0.5454545454545454,1.0,0.32075471698113206,5.60377358490566,0.0,0.0,0.0,30.616666666666667,29.383333333333333,0.979858464888405,11.594991834512792,0.5102777777777778,0.5785592739648326,10.107770845150313,29.0,20.0,388.0,320.0,3.222222222222222,43.11111111111111,0.4337913606570323,5.863333333333333,5.77,0.3333333333333333,2.0,32.855555555555554,27.144444444444446,1.6666666666666667,0.005291005291005291,0.03585325711318082,0.8771012148426452,11.829374211153299,0.5475925925925926,0.7393633569045966,11.87327893932556,6.0,1.3333333333333333,0.4740740740740741,0.3333333333333333,0.6814814814814815,0.8333333333333334,0.09113636363636364,1.0,1.0,3.0,3.0-3.0,0.5,1579.3577343140785,1634.1949269735092
131,2025,kan,7.0,7.0,2025-10-19,0.0,Sun,rai,W,31.0,0.0,0,26.0,35.0,74.3,282.0,3.0,8.1,9.77,126.1,1.0,4.0,41.0,152.0,1.0,3.7,77.0,434.0,5.64,1.0,1.0,4.0,4.0,3.0,106.0,16.0,12.0,2.0,30.0,9.0,15.0,1.0,2.0,5.0,38.0,0.0,0.0,0.0,42:08,Sun,12.0,18.0,66.7,70.0,0.0,3.9,3.89,73.8,1.0,5.0,11.0,25.0,0.0,2.3,30.0,95.0,3.17,0.0,0.0,0.0,0.0,6.0,283.0,2.0,0.0,1.0,3.0,0.0,7.0,0.0,1.0,8.0,58.0,1.0,0.0,1.0,17:52,1:00,W 31-0,W -13.5,U 45,-13.5,45.0,31.0,U,4.0,3.875,54.25,0.5,0.6,0.4025974025974026,0.05555555555555555,1.0,1.0,0.0,3.1666666666666665,1.0,0.0,0.03333333333333333,42.13333333333333,17.866666666666667,0.7357594936708861,10.300632911392405,0.7022222222222222,0.0,5.317164179104477,31.666666666666668,22.666666666666668,404.3333333333333,325.3333333333333,4.0740740740740735,51.5,0.48562894691926944,6.25,6.1000000000000005,0.3333333333333333,1.3333333333333333,32.449999999999996,27.549999999999997,1.0,0.005291005291005291,0.024924295364546933,0.9733542109921834,12.490183007648838,0.5408333333333334,0.8257075724865626,11.91709210072675,4.666666666666667,2.0,0.42962962962962964,0.5555555555555555,0.5632996632996633,0.9166666666666666,0.08179728317659353,1.0,1.0,4.0,4.0-3.0,0.5714285714285714,1596.705780665067,1403.1530918202072
132,2025,kan,8.0,8.0,2025-10-27,0.0,Mon,was,W,28.0,7.0,0,25.0,34.0,73.5,284.0,3.0,8.4,7.47,103.1,3.0,15.0,30.0,148.0,1.0,4.9,67.0,432.0,6.45,0.0,0.0,4.0,4.0,1.0,56.0,16.0,8.0,2.0,26.0,4.0,10.0,2.0,2.0,9.0,95.0,0.0,2.0,2.0,34:03,Mon,21.0,30.0,70.0,200.0,1.0,6.7,4.33,71.5,2.0,13.0,20.0,60.0,0.0,3.0,52.0,260.0,5.0,0.0,0.0,1.0,1.0,3.0,142.0,9.0,4.0,1.0,14.0,7.0,12.0,0.0,2.0,3.0,35.0,0.0,2.0,2.0,25:57,8:15,W 28-7,W -10,U 48,-10.0,48.0,35.0,U,4.0,4.0,61.714285714285715,1.0,0.4,0.417910447761194,0.06666666666666667,0.41666666666666663,1.0,0.1346153846153846,5.0,0.0,0.029850746268656716,0.038461538461538464,34.05,25.95,0.8223201174743026,12.687224669603525,0.5675,0.2697495183044316,10.019267822736031,29.666666666666668,16.0,421.6666666666667,237.0,3.9953703703703702,55.43518518518518,0.44363760492792753,6.31,4.8933333333333335,0.3333333333333333,1.0,34.91111111111111,25.08888888888889,0.6666666666666666,0.005291005291005291,0.023456790123456788,0.8636913084028626,12.259458726314413,0.581851851851852,0.5616811698462986,8.937004912903491,6.0,1.0,0.5185185185185186,0.38888888888888884,0.6632996632996633,1.0,0.07001277139208174,1.0,1.0,5.0,5.0-3.0,0.625,1611.0653698835245,1475.130008024175
133,2025,kan,9.0,9.0,2025-11-02,1.0,Sun,buf,L,21.0,28.0,0,15.0,34.0,44.1,226.0,0.0,6.6,5.32,54.3,3.0,24.0,20.0,79.0,2.0,4.0,57.0,305.0,5.35,2.0,2.0,1.0,1.0,3.0,146.0,10.0,5.0,1.0,16.0,3.0,13.0,2.0,3.0,3.0,25.0,0.0,1.0,1.0,25:15,Sun,23.0,26.0,88.5,263.0,1.0,10.1,10.88,121.6,3.0,10.0,35.0,141.0,3.0,4.0,64.0,404.0,6.31,1.0,0.0,4.0,4.0,3.0,126.0,13.0,9.0,1.0,23.0,7.0,12.0,0.0,1.0,4.0,40.0,0.0,0.0,0.0,34:45,4:25,L 21-28,L -2.5,U 52.5,-2.5,52.5,49.0,U,2.0,2.625,38.125,0.6666666666666666,0.23076923076923078,0.3684210526315789,0.11538461538461539,0.41666666666666663,1.0,0.4375,6.3125,-1.0,0.017543859649122806,0.0,25.25,34.75,0.8316831683168316,12.07920792079208,0.42083333333333334,0.8057553956834532,11.62589928057554,29.666666666666668,8.0,407.0,217.33333333333334,4.291666666666667,58.37698412698413,0.434792939366844,5.94,4.59,0.6666666666666666,1.0,35.6,24.399999999999995,0.3333333333333333,0.009950248756218905,0.02393162393162393,0.8459793586778646,11.52761647183624,0.5933333333333333,0.2827695974230881,8.48140094899694,5.666666666666667,1.6666666666666667,0.46666666666666673,0.7222222222222222,0.654040404040404,1.0,0.052234993614303955,1.0,0.0,5.0,5.0-4.0,0.5555555555555556,1613.0078286988453,1617.579697158446
159,2025,mia,1.0,1.0,2025-09-07,1.0,Sun,clt,L,8.0,33.0,0,19.0,31.0,61.3,133.0,1.0,4.3,2.03,54.9,3.0,13.0,12.0,78.0,0.0,6.5,46.0,211.0,4.59,0.0,0.0,0.0,0.0,1.0,42.0,9.0,3.0,0.0,12.0,5.0,10.0,1.0,2.0,3.0,15.0,1.0,2.0,3.0,21:17,Sun,22.0,29.0,75.9,262.0,1.0,9.0,9.72,114.4,1.0,10.0,40.0,156.0,2.0,3.9,70.0,418.0,5.97,4.0,4.0,3.0,3.0,0.0,0.0,14.0,11.0,2.0,27.0,7.0,15.0,3.0,3.0,4.0,45.0,0.0,0.0,0.0,38:43,1:00,L 8-33,L +1.5,U 47,1.5,47.0,41.0,U,1.0,1.6,42.2,0.5,0.5,0.17391304347826086,0.034482758620689655,0.5333333333333333,0.0,0.4714285714285714,5.9714285714285715,-3.0,0.06521739130434782,0.0,21.283333333333335,38.71666666666667,0.3758809710258418,9.913860610806577,0.35472222222222227,0.8523461041756349,10.79638398622471,8.0,33.0,211.0,418.0,1.6,42.2,0.17391304347826086,4.59,5.97,3.0,0.0,21.283333333333335,38.71666666666667,-3.0,0.06521739130434782,0.0,0.3758809710258418,9.913860610806577,0.35472222222222227,0.8523461041756349,10.79638398622471,5.0,1.0,0.5,0.5,0.5333333333333333,0.0,0.034482758620689655,1.0,0.0,0.0,0.0-1.0,0.0,1491.158328660568,1485.2376779520816
160,2025,mia,2.0,2.0,2025-09-14,0.0,Sun,nwe,L,27.0,33.0,0,26.0,32.0,81.3,297.0,2.0,9.3,9.13,113.2,5.0,18.0,15.0,61.0,0.0,4.1,52.0,358.0,6.88,2.0,2.0,3.0,3.0,2.0,88.0,15.0,1.0,0.0,16.0,4.0,10.0,0.0,2.0,10.0,65.0,0.0,1.0,1.0,26:15,Sun,19.0,23.0,82.6,211.0,2.0,9.2,10.91,133.9,3.0,19.0,29.0,122.0,1.0,4.2,55.0,333.0,6.05,2.0,2.0,3.0,1.0,2.0,136.0,9.0,8.0,1.0,18.0,7.0,12.0,1.0,1.0,12.0,75.0,0.0,0.0,0.0,33:45,1:00,L 27-33,L -2.5,O 42.5,-2.5,42.5,60.0,O,2.0,3.857142857142857,51.142857142857146,0.0,0.4,0.5192307692307693,0.13043478260869565,0.41666666666666663,0.0,0.6,6.054545454545455,-1.0,0.019230769230769232,0.0,26.25,33.75,1.0285714285714285,13.638095238095238,0.4375,0.9777777777777777,9.866666666666667,17.5,33.0,284.5,375.5,2.7285714285714286,46.67142857142858,0.34657190635451507,5.734999999999999,6.01,2.0,0.0,23.766666666666666,36.233333333333334,-2.0,0.04222408026755853,0.0,0.7022261997986351,11.775977924450906,0.39611111111111114,0.9150619409767063,10.33152532644569,4.5,0.5,0.45,0.25,0.475,0.0,0.08245877061469264,1.0,0.0,0.0,0.0-2.0,0.0,1475.9027383622035,1371.7148392830252
161,2025,mia,3.0,3.0,2025-09-18,1.0,Thu,buf,L,21.0,31.0,0,22.0,34.0,64.7,146.0,2.0,4.3,4.15,81.2,0.0,0.0,25.0,130.0,1.0,5.2,59.0,276.0,4.68,0.0,0.0,3.0,3.0,4.0,200.0,11.0,8.0,0.0,19.0,10.0,15.0,1.0,1.0,6.0,57.0,0.0,1.0,1.0,28:13,Thu,22.0,28.0,78.6,203.0,3.0,7.3,9.39,132.6,2.0,10.0,27.0,157.0,1.0,5.8,57.0,360.0,6.32,2.0,1.0,4.0,4.0,2.0,95.0,12.0,8.0,3.0,23.0,6.0,11.0,0.0,0.0,3.0,35.0,0.0,0.0,0.0,31:47,8:20,L 21-31,W +11.5,O 50.5,11.5,50.5,52.0,O,3.0,2.625,34.5,1.0,0.6666666666666666,0.3559322033898305,0.07142857142857142,0.4545454545454546,0.0,0.543859649122807,6.315789473684211,-1.0,0.01694915254237288,0.0,28.216666666666665,31.783333333333335,0.7442409923213231,9.78145304193739,0.47027777777777774,0.9753539590980598,11.326691137912952,17.5,33.0,284.5,375.5,2.7285714285714286,46.67142857142858,0.34657190635451507,5.734999999999999,6.01,2.0,0.0,23.766666666666666,36.233333333333334,-2.0,0.04222408026755853,0.0,0.7022261997986351,11.775977924450906,0.39611111111111114,0.9150619409767063,10.33152532644569,4.5,0.5,0.45,0.25,0.475,0.0,0.08245877061469264,1.0,0.0,0.0,0.0-3.0,0.0,1431.73076965552,1652.044434525741
162,2025,mia,4.0,4.0,2025-09-29,0.0,Mon,nyj,W,27.0,21.0,0,17.0,25.0,68.0,177.0,2.0,7.1,8.68,114.9,0.0,0.0,31.0,123.0,1.0,4.0,56.0,300.0,5.36,2.0,2.0,3.0,3.0,4.0,192.0,12.0,5.0,2.0,19.0,4.0,12.0,1.0,1.0,6.0,40.0,0.0,0.0,0.0,30:48,Mon,20.0,27.0,74.1,207.0,1.0,7.7,8.41,108.1,2.0,19.0,28.0,197.0,1.0,7.0,57.0,404.0,7.09,2.0,2.0,1.0,1.0,2.0,84.0,12.0,9.0,2.0,23.0,4.0,9.0,1.0,2.0,13.0,101.0,3.0,0.0,3.0,29:12,7:15,W 27-21,W -2.5,O 43.5,-2.5,43.5,48.0,O,3.0,3.0,33.333333333333336,1.0,0.3333333333333333,0.48214285714285715,0.07407407407407407,0.5555555555555556,0.5,0.3684210526315789,7.087719298245614,3.0,0.0,0.05263157894736842,30.8,29.2,0.8766233766233766,9.74025974025974,0.5133333333333333,0.7191780821917808,13.835616438356166,18.666666666666668,32.333333333333336,281.6666666666667,370.3333333333333,2.6940476190476192,42.61428571428572,0.34969200536628686,5.383333333333333,6.113333333333333,1.6666666666666667,0.0,25.25,34.75,-1.6666666666666667,0.033799104359163314,0.0,0.7162311306395311,11.1111362969464,0.42083333333333334,0.9351592803504909,10.663247263601443,6.333333333333333,0.6666666666666666,0.5222222222222223,0.5,0.4681818181818182,0.0,0.07878203755265224,1.0,1.0,1.0,1.0-3.0,0.25,1425.1439443727832,1382.5647148409853
163,2025,mia,5.0,5.0,2025-10-05,1.0,Sun,car,L,24.0,27.0,0,27.0,36.0,75.0,229.0,3.0,6.4,8.03,118.9,3.0,27.0,14.0,19.0,0.0,1.4,53.0,248.0,4.68,1.0,1.0,3.0,3.0,6.0,312.0,13.0,2.0,0.0,15.0,5.0,13.0,1.0,1.0,9.0,64.0,0.0,0.0,0.0,28:46,Sun,19.0,30.0,63.3,179.0,2.0,6.0,5.8,88.1,3.0,19.0,32.0,239.0,1.0,7.5,65.0,418.0,6.43,2.0,2.0,3.0,3.0,3.0,161.0,12.0,8.0,6.0,26.0,5.0,11.0,2.0,2.0,8.0,46.0,1.0,1.0,2.0,31:14,1:00,L 24-27,L -1,O 44.5,-1.0,44.5,51.0,O,3.0,2.4,24.8,1.0,0.38461538461538464,0.4528301886792453,0.1,0.5454545454545454,0.0,0.4153846153846154,6.430769230769231,2.0,0.0,0.03076923076923077,28.766666666666666,31.233333333333334,0.8342989571263036,8.62108922363847,0.47944444444444445,0.8644610458911419,13.383137673425827,25.0,28.333333333333332,311.3333333333333,365.6666666666667,3.160714285714286,39.65873015873016,0.45243527658781896,5.640000000000001,6.486666666666667,0.6666666666666666,1.0,28.42222222222222,31.57777777777778,0.3333333333333333,0.012059973924380704,0.017543859649122806,0.8831452658387094,11.053269340097456,0.47370370370370374,0.8907699396892061,11.67632474764526,6.0,0.6666666666666666,0.4666666666666666,0.6666666666666666,0.4755892255892256,0.16666666666666666,0.09197914270378038,1.0,0.0,1.0,1.0-4.0,0.2,1432.2794273487025,1395.6658121019752
