Game_ID,Season,Week,Date,IsInternational,Elo_Diff,Diff_Pts_rollingavg3,Diff_PtsO_rollingavg3,Diff_Tot_rollingavg3,Diff_Opp_Tot_rollingavg3,Diff_Points Per Drive_rollingavg3,Diff_Yds Per Drive_rollingavg3,Diff_Pts per Play_rollingavg3,Diff_Y/P_rollingavg3,Diff_Opp_Y/P_rollingavg3,Diff_TO_rollingavg3,Diff_Opp_TO_rollingavg3,Diff_ToP_Minutes_rollingavg3,Diff_Opp_ToP_Minutes_rollingavg3,Diff_Turnover Diff_rollingavg3,Diff_Turnover Percentage_rollingavg3,Diff_Defensive TO Percentage_rollingavg3,Diff_Pts Per Min of Poss_rollingavg3,Diff_Yds per Min of Poss_rollingavg3,Diff_ToP Ratio_rollingavg3,Diff_Def Pts Allowed Per Min of Poss_rollingavg3,Diff_Def Yds Allowed Per Min of Poss_rollingavg3,Diff_3DConv_rollingavg3,Diff_4DConv_rollingavg3,Diff_3D Success_rollingavg3,Diff_4D Success_rollingavg3,Diff_3d Stop Rate_rollingavg3,Diff_4d Stop Rate_rollingavg3,Diff_Sk Rate_rollingavg3,OffPtsPerDrive_vs_DefPtsPerPoss,Off3DSuccess_vs_Def3DStop,Off4DSuccess_vs_Def4DStop,OffTORate_vs_DefTORate,Total_Offensive_Efficiency_Diff,Total_Defensive_Efficiency_Diff,H_Season_Weight,spread_target,total_target,win_target
2011_W06_atl_vs_car,2011,6,2011-10-16,0,159.47910341130978,-5.0,-1.6666666666666679,-67.0,25.0,-0.4886363636363642,-5.293181818181807,-0.10823725259209127,-1.37,0.4066666666666663,1.0,0.6666666666666667,0.9111111111111114,-0.911111111111115,-0.3333333333333333,0.0164702581369248,0.010578424462580002,-0.22180552084154115,-2.378443313920526,0.01518518518518519,0.0450224934491158,2.2039513186530613,1.333333333333333,-0.3333333333333333,0.09222027972027969,-0.1666666666666666,-0.09414311179017065,-0.1666666666666666,-0.0319806555100673,1.1746052880124047,-0.12605703120409006,-0.1666666666666666,0.0101776085234732,-0.6556245387428185,-0.0834104513314191,0.2541865828329001,14,48,1
2011_W10_atl_vs_nor,2011,10,2011-11-13,0,11.641318199231364,-8.333333333333329,-4.666666666666666,-69.33333333333331,-41.0,-0.9245726495726494,-9.475854700854704,-0.07034286833855802,-0.5500000000000007,-0.7400000000000011,0.0,0.6666666666666667,2.0944444444444414,-2.094444444444445,0.6666666666666667,-1.980205784550028e-05,0.007725640159020202,-0.2522826845417647,-2.678874883788012,0.0349074074074075,-0.10466454090963118,-0.9133433441239056,0.3333333333333339,-0.3333333333333333,-0.08129615482556668,-0.3333333333333333,-0.06430375180375181,0.0,0.0007792695292694954,2.1103822836703947,-0.2268323996265173,-0.1666666666666666,-0.0116564192651149,-0.514971839303736,-0.018859370548243867,0.2541865828329001,-3,49,0
2011_W11_atl_vs_oti,2011,11,2011-11-20,0,92.1964720520782,1.0,3.9999999999999982,73.0,-61.66666666666663,-0.10159285159285103,3.364801864801862,-0.029265941030647002,0.29666666666666686,0.04999999999999982,0.6666666666666666,-0.33333333333333326,6.033333333333321,-3.838888888888892,-1.0,0.0080518988447378,-0.0011093073593074002,-0.0991712928888887,0.0822807458857433,0.08048787836647664,0.20990649811989165,-0.9708599587209452,1.0,0.3333333333333333,0.051053113553113594,-0.1111111111111111,0.1301623213387919,-0.1666666666666667,-0.012367097188525696,1.676292817694523,-0.2599789915966386,-0.1111111111111111,-0.00044076589792699933,0.05526929134772294,-0.012537884229060735,0.2541865828329001,6,40,1
2011_W12_atl_vs_min,2011,12,2011-11-27,0,179.84007875874136,8.333333333333336,-14.333333333333332,135.66666666666663,-71.66666666666669,0.6964711214711212,11.128606578606579,0.08397866155400002,1.1600000000000001,-0.5100000000000007,-1.333333333333333,-0.33333333333333326,9.411111111111108,-7.2166666666666615,1.0,-0.0237856086101672,-0.0026543966723429,0.06556153634813988,0.7517417493065199,0.13678417466277287,-0.313508249019272,-0.07627903538980796,-1.0,1.0,-0.06091269841269831,0.5555555555555555,0.07692307692307698,0.0,-0.0900146652864045,1.4390316263450589,-0.1766636141636141,0.5555555555555555,-0.0063348416289593,0.6468165943417071,0.024756226750244692,0.2541865828329001,10,38,1
2011_W15_atl_vs_jax,2011,15,2011-12-15,0,157.208712856788,-1.0,-6.0,60.0,17.0,0.10982905982906033,8.530982905982906,-0.011602605594069004,0.9866666666666672,-0.32333333333333414,-0.33333333333333326,-1.6666666666666665,-1.9611111111111086,1.9611111111111015,-1.3333333333333333,-0.004310974102859801,-0.0301514438166981,0.00047278126759264794,2.8009214688190234,-0.03268518518518515,-0.24718247972709095,-0.1540287877665989,0.666666666666667,0.0,0.08005614526512372,0.0,-0.12874902874902872,0.33333333333333337,0.0791773504273504,1.2230990217729705,-0.26492657669128244,-0.1666666666666666,-0.029813124728379,0.3616310403005529,0.05814428692253552,0.2541865828329001,27,55,1
2011_W17_atl_vs_tam,2011,17,2012-01-01,0,186.84531095298007,14.333333333333329,-12.666666666666671,149.66666666666669,-23.666666666666686,0.9368686868686871,11.358585858585858,0.1375859535201832,1.0,-0.3733333333333322,-3.6666666666666665,1.6666666666666665,6.799999999999994,-6.800000000000004,5.333333333333333,-0.065077738361144,0.035203017864438996,0.2906769143797132,2.679059395731773,0.11333333333333345,-0.2388202114918352,1.5925197236069497,3.0,-1.0,0.06574569221628046,-0.3888888888888888,-0.1940170940170941,0.3333333333333333,0.04946752593811421,1.4902005951571498,-0.26234288587229765,0.0,-0.0103367221861706,0.6914848801296234,0.05817308572689273,0.2541865828329001,21,69,1
2012_W02_atl_vs_den,2012,2,2012-09-17,0,43.21219003827423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2824295364810001,6,48,1
2012_W04_atl_vs_car,2012,4,2012-09-30,0,162.3079325377946,13.999999999999996,-10.333333333333329,-18.666666666666686,-46.666666666666686,1.4404040404040408,-2.518518518518519,0.2146152257429027,-0.9466666666666663,-0.23999999999999932,-2.333333333333333,3.0,6.9999999999999964,-7.0000000000000036,5.333333333333333,-0.0443828557816088,0.0495447662871414,0.3588118144892496,-3.435073149334192,0.11666666666666675,-0.22143593281556062,0.7710068855883456,2.0,0.0,0.11851851851851852,0.0,-0.026591464091464068,-0.3333333333333333,0.01350347027038759,2.429401328032384,-0.034798534798534786,-0.3333333333333333,-0.0037560478736949005,0.2361175331600924,-0.10346001037921866,0.2824295364810001,2,58,1
2012_W06_atl_vs_rai,2012,6,2012-10-14,0,165.02737060276786,9.333333333333332,-18.333333333333336,92.33333333333331,-129.33333333333337,0.711111111111111,6.696153846153845,0.07262425023455177,0.23666666666666636,-0.28000000000000025,0.6666666666666666,1.333333333333333,10.500000000000004,-10.500000000000004,0.6666666666666667,0.0068541934713133995,0.029136604136604096,0.06203798195383714,-1.1444670197524722,0.17500000000000004,-0.35234686337457655,0.17733195157081383,4.333333333333333,-0.3333333333333333,0.2598039215686275,-0.1666666666666666,0.2655158022805082,-0.1666666666666666,0.0725247642916816,1.4489444059383216,0.08508403361344552,-0.1666666666666666,0.004330104656901999,0.34013400933744303,0.042661913250148564,0.2824295364810001,3,43,1
2012_W09_atl_vs_dal,2012,9,2012-11-04,0,164.06493361843286,1.6666666666666679,-6.666666666666668,-42.666666666666686,41.0,0.2767195767195769,-2.5759259259259295,0.0742940348756072,0.08000000000000096,0.3099999999999996,-0.9999999999999998,0.3333333333333335,-4.155555555555555,4.1555555555555515,1.3333333333333333,-0.006345622749875199,0.005989407257155698,0.16779298899907436,0.23009015779737219,-0.06925925925925924,-0.4050491887294204,-0.7069729777794684,-1.0,-1.0,-0.057269745505039604,-0.5,0.014245014245014231,-0.1111111111111111,0.0582083418290315,1.511737505962077,-0.23663482487011894,-0.3333333333333333,0.004493013218524699,0.1436712038650617,-0.030292229869647056,0.2824295364810001,6,32,1
2012_W11_atl_vs_crd,2012,11,2012-11-18,0,133.44929135194502,13.999999999999995,-5.0,112.66666666666669,59.0,1.982452732452733,20.605283605283596,0.2054724359540468,1.6499999999999995,0.7966666666666669,-1.3333333333333335,-0.6666666666666667,2.633333333333333,-2.63333333333334,0.6666666666666666,-0.0201962152972564,-0.013569957839003801,0.3919376660093792,2.496107845047593,0.043888888888888866,-0.10030011767292857,3.28219449550118,3.6666666666666665,-1.0,0.2572649572649573,-0.3333333333333333,-0.053846153846153766,0.2222222222222222,-0.09159817435746229,2.1084459979657906,-0.15384615384615385,0.0,-0.014251466244274202,1.2793083894689266,0.05160203684568821,0.2824295364810001,4,42,1
2012_W13_atl_vs_nor,2012,13,2012-11-29,0,67.31629733638238,-5.333333333333332,-0.6666666666666714,40.666666666666686,-96.33333333333331,-0.6102934102934108,3.8730158730158735,-0.1222420935669003,0.20000000000000018,-0.8766666666666669,2.0,-1.0,2.9055555555555515,-2.905555555555555,-2.9999999999999996,0.029233163355766298,-0.014932708295902899,-0.2706971135647539,0.05616957376640919,0.04842592592592593,0.05903838329693756,-2.0171382816148213,3.333333333333334,-0.3333333333333333,0.11156759906759917,-0.1111111111111111,0.1232905982905983,-0.22222222222222227,0.03754882363753329,1.6365259007112574,-0.05074786324786329,-0.5555555555555556,0.0182983228637014,-0.17751183462010364,-0.037954777409175626,0.2824295364810001,10,36,1
2012_W15_atl_vs_nyg,2012,15,2012-12-16,0,54.63926426353714,-13.000000000000007,4.0,-35.0,21.0,-1.0462962962962958,-2.1488603988604,-0.18614636950799945,-0.19666666666666544,-0.2766666666666646,0.6666666666666666,-0.6666666666666663,-4.761111111111116,4.761111111111113,-1.3333333333333335,0.0121675155631013,-0.014989829898552,-0.3103536563727236,0.8867398338930137,-0.07935185185185184,0.03377841981345353,-1.35308226737566,-3.0000000000000004,0.0,-0.19941724941724948,0.0,-0.06623931623931634,-0.6666666666666666,-0.0317844805116623,1.7366992868554272,-0.24747474747474763,-0.5,-0.0145921486859302,-0.4763697774903202,-0.24929860426817832,0.2824295364810001,34,34,1
2012_W17_atl_vs_tam,2012,17,2012-12-30,0,248.32162916738002,16.999999999999993,-14.666666666666668,-9.666666666666629,51.33333333333337,2.3782051282051286,6.004273504273506,0.30812077959751977,0.8966666666666656,0.6466666666666656,-2.9999999999999996,1.0,-1.0000000000000036,1.0,4.0,-0.0383479357493694,0.017185219507185902,0.5716329022982221,0.4291977445589197,-0.016666666666666607,-0.6127222296862448,1.2226316144677831,-0.33333333333333304,0.0,0.11149389825860423,0.0555555555555555,-0.08032708032708036,0.4166666666666667,-0.024905551964375498,2.313246721155568,-0.132025382025382,0.1666666666666666,-0.011535544971986198,1.194330858156438,0.11784160194892407,0.2824295364810001,-5,39,0
2013_W02_atl_vs_ram,2013,2,2013-09-15,0,61.26265425344377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31381059609,7,55,1
2013_W04_atl_vs_nwe,2013,4,2013-09-29,0,-71.33657817061749,4.0,13.333333333333334,38.666666666666686,66.0,0.6267917267917265,8.111159211159212,0.12484217126115071,1.7366666666666655,1.0799999999999992,0.0,-0.9999999999999998,-1.4944444444444471,1.49444444444444,-1.0,0.0060595490040301,-0.013020882304764402,0.17379091366260724,2.2401793406026,-0.024907407407407378,0.4317532340422744,1.4636105942248534,-2.0,-0.3333333333333333,0.031170681170681114,-0.1666666666666666,-0.1528226675285499,0.0,0.004181184668989493,1.8659162602839219,-0.24536574536574535,-0.3333333333333333,-0.0128336758323041,0.829433521573181,-0.05528118327777143,0.31381059609,-7,53,0
2013_W05_atl_vs_nyj,2013,5,2013-10-07,0,66.89287007104167,9.0,3.333333333333332,22.0,90.66666666666669,1.4256613756613754,14.144973544973539,0.14471296730309788,0.4299999999999997,1.7433333333333332,-2.333333333333333,1.0,-0.2666666666666657,0.2666666666666657,3.333333333333333,-0.0353097713415216,0.0166874221668742,0.300179062878816,1.0377723454751653,-0.004444444444444473,0.15062199917343766,3.033507529262174,1.0,0.0,0.1411366411366411,0.0,-0.17785319255907484,0.0,-0.045253357753357704,1.8131272936431997,-0.19280719280719283,-0.3333333333333333,0.0144987572493786,0.6667914476548243,-0.05372192346406688,0.31381059609,-2,58,0
